"brand","model","model_year","milage","fuel_type","engine","transmission","ext_col","int_col","accident","clean_title","price"
"Chevrolet","Tahoe LTZ",0.66,0.436897999506051,"E85 Flex Fuel","320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability","4-Speed A/T","Gold","Beige","At least 1 accident or damage reported","Yes",0.00296400880327552
"Nissan","Xterra S",0.68,0.248950358113114,"Gasoline","261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Gray","None reported","Yes",0.00169338057229421
"INFINITI","Q60 3.0T Premium",0.86,0.2649543097061,"Gasoline","300.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","7-Speed A/T","Black","Gray","At least 1 accident or damage reported","Yes",0.00525052988008806
"Ford","F-150 Raptor",0.94,0.0811484317115337,"Gasoline","3.5L V6 24V PDI DOHC Twin Turbo","10-Speed Automatic","Oxford White","Black","None reported","",0.0257106592192699
"Acura","TLX Base",0.84,0.110891578167449,"Gasoline","206.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","A/T","Gray","Blue","None reported","Yes",0.00491178601685657
"Nissan","Frontier SV",0.78,0.165225981723882,"Gasoline","261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel","5-Speed A/T","Blue","Gray","None reported","Yes",0.00457304215362508
"Chevrolet","Camaro 1SS",0.94,0.0308718202025191,"Gasoline","455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","6-Speed M/T","Gray","Black","None reported","Yes",0.0152434738454169
"Porsche","Panamera 4",0.88,0.0612052358607064,"Gasoline","330.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Black","None reported","Yes",0.01957939529478
"Acura","TLX PMC Edition",0.92,0.0167942701901704,"Gasoline","290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","9-Speed A/T","Red","Black","None reported","Yes",0.0140578703241067
"Kia","Sorento EX V6",0.9,0.162941467028896,"Gasoline","3.3L V6 24V GDI DOHC","8-Speed Automatic","Titanium Silver","Satin Black","None reported","",0.00736903400073778
"Hyundai","Palisade SEL",0.94,0.167819214620894,"Gasoline","291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Black","None reported","Yes",0.00934933062518906
"Ford","F-250 Lariat",0.86,0.315880464312176,"Diesel","440.0HP 6.7L 8 Cylinder Engine Diesel Fuel","6-Speed A/T","Gray","Black","None reported","Yes",0.0162597054351114
"BMW","430 i",0.94,0.0231464559150408,"Gasoline","255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","White","Blue","None reported","Yes",0.0165984492983429
"Mitsubishi","Lancer GTS",0.7,0.459034329464065,"Gasoline","168.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","CVT Transmission","Orange","Gray","At least 1 accident or damage reported","Yes",0.00105010597601761
"Nissan","NV200 S",0.9,0.128179797480859,"Gasoline","131.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","CVT Transmission","Black","Gray","At least 1 accident or damage reported","Yes",0.00592801760655103
"Buick","Enclave Leather",0.82,0.169308471227464,"Gasoline","288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Blue","Black","At least 1 accident or damage reported","Yes",0.00574170848177372
"Lexus","RX 330 Base",0.6,0.374897505556928,"Gasoline","230.0HP 3.3L V6 Cylinder Engine Gasoline Fuel","A/T","Silver","Gray","None reported","Yes",0.00199858879306578
"Lexus","RX 450h F Sport",0.9,0.107609286243517,"Hybrid","3.5L V6 24V PDI DOHC Hybrid","Automatic CVT","Caviar","Rioja Red","None reported","",0.0145490489257924
"Ford","F-250 Lariat",0.86,0.177890837243764,"E85 Flex Fuel","6.2L V8 16V MPFI SOHC Flexible Fuel","6-Speed Automatic","White","Camel","","",0.014899648824237
"Kia","Forte Koup EX",0.78,0.331210175351939,"Gasoline","156.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","Black","–","At least 1 accident or damage reported","Yes",0.00118560352131021
"GMC","Terrain SLE",0.92,0.0651271918992344,"Gasoline","1.5L I4 16V GDI DOHC Turbo","9-Speed Automatic","Summit White","Jet Black","None reported","Yes",0.00945095378415851
"Porsche","Macan Base",0.88,0.203013089651766,"Gasoline","252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","7-Speed A/T","Black","Black","None reported","Yes",0.0111785474866391
"Lexus","RC 350 Base",0.82,0.30600148184737,"Gasoline","306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Blue","Blue","None reported","Yes",0.00745236499109273
"Audi","S4 3.0T Premium Plus",0.92,0.0585897752531489,"Gasoline","3.0L V6 24V GDI DOHC Turbo","8-Speed Automatic","Tango Red Metallic","Black","None reported","Yes",0.0162580117157953
"GMC","Yukon SLT",0.56,0.549518399604841,"Gasoline","275.0HP 4.8L 8 Cylinder Engine Gasoline Fuel","4-Speed A/T","Gray","Beige","None reported","Yes",0.00101589284583123
"Lamborghini","Urus Base",0.94,0.0232156087922944,"Gasoline","641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel","A/T","White","Black","None reported","Yes",0.0941369195920304
"INFINITI","QX60 Base",0.8,0.380703877500617,"Gasoline","265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Black","At least 1 accident or damage reported","Yes",0.00355681056393062
"Chevrolet","Silverado 2500 LTZ H/D Extended Cab",0.68,0.315880464312176,"Gasoline","353.0HP 6.0L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Beige","Black","None reported","Yes",0.00728299305947699
"Maserati","GranTurismo Base",0.68,0.172635218572487,"Gasoline","405.0HP 4.2L 8 Cylinder Engine Gasoline Fuel","A/T","Blue","Brown","At least 1 accident or damage reported","Yes",0.00372618249554636
"Acura","Integra GS-R",0.42,0.303531736231168,"–","–","5-Speed M/T","White","Blue","None reported","Yes",0.00304835602522016
"BMW","X6 M Base",0.84,0.129105952086935,"Gasoline","567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Brown","At least 1 accident or damage reported","Yes",0.0157854640265873
"Chrysler","300 S",0.84,0.248145221042233,"Gasoline","300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",0.00525052988008806
"Chrysler","300 Base",0.8,0.20968140281551,"Gasoline","292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","–","At least 1 accident or damage reported","Yes",0.00313338073489126
"Acura","RDX w/A-Spec Package",0.98,0.00953074833292171,"Gasoline","2.0 Liter DOHC Turbo","Automatic","White","Black","None reported","",0.0159202840841535
"Chevrolet","Corvette Stingray w/1LT",0.94,0.0254383798468758,"Gasoline","490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Silver","Black","None reported","Yes",0.0240169399031125
"Chevrolet","Camaro 1SS",0.9,0.0471721412694492,"Gasoline","455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","6-Speed M/T","Orange","Black","None reported","Yes",0.0133803825976438
"Mercedes-Benz","E-Class E 350 4MATIC",0.78,0.199802420350704,"Gasoline","302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","Gray","Beige","At least 1 accident or damage reported","Yes",0.00372618249554636
"Ford","F-150 Raptor",0.96,0.0428525561867128,"Gasoline","3.5L V6 24V PDI DOHC Twin Turbo","10-Speed Automatic","Oxford White","Rhapsody Blue","None reported","",0.0257106592192699
"Nissan","Versa 1.8 S",0.74,0.407261052111632,"Gasoline","122.0HP 1.8L 4 Cylinder Engine Gasoline Fuel","A/T","Black","–","None reported","Yes",0.000677487726462975
"BMW","M3 CS",1,5.92738947888367e-05,"Gasoline","543.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Green","Black","None reported","Yes",0.0484403724421027
"Hyundai","Accent GLS",0.78,0.28994813534206,"Gasoline","138.0HP 1.6L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","Silver","Gray","At least 1 accident or damage reported","Yes",0.00152434738454169
"Mercedes-Benz","S-Class S 450 4MATIC",0.88,0.178809582612991,"Gasoline","362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",0.0196471440674263
"Porsche","911 GT3",0.98,0.000407508026673253,"Gasoline","4.0L H6 24V GDI DOHC","6-Speed Manual","Black","Gray","None reported","Yes",0.094153856785192
"Mercedes-Benz","AMG GT 63 S 4-Door",0.92,0.0521462089404791,"Gasoline","4.0L V8 32V GDI DOHC Twin Turbo","9-Speed Automatic","Obsidian Black Metallic","Black","None reported","",0.0392604137485294
"Audi","Q5 3.0 TDI Premium Plus",0.8,0.136981970857002,"Diesel","240.0HP 3.0L V6 Cylinder Engine Diesel Fuel","8-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",0.0069442491962455
"Cadillac","LYRIQ Luxury",0.98,0.00244504816003952,"","500.0HP Electric Motor Electric Fuel System","A/T","Gray","Silver","None reported","Yes",0.0226111528707018
"Volvo","XC60 T5 R-Design",0.9,0.107186959743146,"Gasoline","250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Gray","Black","None reported","Yes",0.00948482817048166
"Mercedes-Benz","AMG GT 53 Base",0.9,0.0861941220054334,"Hybrid","429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid","Transmission w/Dual Shift Mode","Black","Black","None reported","Yes",0.0274382529217505
"GMC","Yukon SLT",0.86,0.227046184243023,"Gasoline","355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel","A/T","White","Beige","At least 1 accident or damage reported","Yes",0.00948482817048166
"Lexus","GS 350 Base",0.84,0.315959496171894,"Gasoline","311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Silver","Black","None reported","Yes",0.0054199018117038
"Jaguar","XF 25t Premium",0.88,0.0461842430229686,"Gasoline","247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","White","None reported","Yes",0.00812985271755571
"BMW","M8 Gran Coupe Competition",0.98,0.00691528772536429,"Gasoline","617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Green","Gray","None reported","Yes",0.0391249162032368
"Honda","Ridgeline Black Edition",0.86,0.22598172388244,"Gasoline","280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Black","None reported","Yes",0.00812985271755571
"Toyota","4Runner SR5",0.9,0.226581872067177,"Gasoline","270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel","5-Speed A/T","Blue","Black","At least 1 accident or damage reported","Yes",0.0096542001020974
"Ford","Bronco Sport Outer Banks",0.94,0.0691652259817239,"Gasoline","1.5L I3 12V PDI DOHC Turbo","8-Speed Automatic","Kodiak Brown Metallic","Ebony","","",0.010316444354715
"Dodge","Charger R/T 392",0.86,0.180908866386762,"Gasoline","485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Gray","Red","None reported","Yes",0.0118560352131021
"Mercedes-Benz","GLC 300 GLC 300",0.96,0.029081254630773,"Gasoline","2.0 Liter Turbo","Automatic","Black","Black","None reported","",0.0134135794962405
"Tesla","Model S P100D",0.88,0.115831069399852,"","518.0HP Electric Motor Electric Fuel System","A/T","Black","Black","None reported","Yes",0.0162258310487883
"INFINITI","Q50 3.0t Signature Edition",0.86,0.165225981723882,"Gasoline","300.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Black","None reported","Yes",0.00711362112786124
"BMW","340 i",0.84,0.290343294640652,"Gasoline","320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Black","At least 1 accident or damage reported","Yes",0.00592801760655103
"Pontiac","Firebird Trans Am",0.54,0.176211410224747,"Gasoline","200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","4-Speed A/T","Gray","Black","None reported","Yes",0.00287932283746765
"Nissan","NV Passenger NV3500 HD SV V8",0.82,0.212151148431712,"Gasoline","317.0HP 5.6L 8 Cylinder Engine Gasoline Fuel","A/T","Silver","Gray","None reported","Yes",0.00931545623886591
"Lexus","ES 350 Base",0.92,0.0375994072610521,"Gasoline","3.5L V6 24V PDI DOHC","8-Speed Automatic","Black","Black","At least 1 accident or damage reported","",0.0106243625263924
"BMW","135 is",0.78,0.0723635465547049,"Gasoline","320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","6-Speed M/T","White","Beige","None reported","Yes",0.00914608430725017
"Lexus","IS 300 Base",0.86,0.169846875771795,"Gasoline","255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Silver","Red","None reported","Yes",0.00895977518247285
"Porsche","Cayenne S",0.76,0.310940973079773,"Gasoline","400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Silver","Gray","None reported","Yes",0.00541956306784057
"Pontiac","Solstice GXP",0.66,0.0632699431958508,"Gasoline","260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","M/T","Yellow","Black","None reported","Yes",0.00538602742538066
"Porsche","Panamera Turbo",0.82,0.165744628303285,"Gasoline","520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Blue","Beige","At least 1 accident or damage reported","Yes",0.0169202559684128
"BMW","X6 xDrive35i",0.88,0.0669646826376883,"Gasoline","300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Black","At least 1 accident or damage reported","Yes",0.0131940734728664
"Ford","F-150 Limited",0.9,0.105280316127439,"Gasoline","450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Brown","None reported","Yes",0.0148877927890239
"MINI","Cooper S Base",0.72,0.240293899728328,"Gasoline","172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Yellow","Black","None reported","Yes",0.00159175741332476
"Mazda","Mazda3 i SV",0.82,0.22622869844406,"Gasoline","155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","Red","Black","None reported","Yes",0.00338743863231488
"Mitsubishi","Lancer Evolution MR",0.74,0.233143986169425,"Gasoline","291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Black","None reported","Yes",0.00846859658078719
"Chevrolet","Tahoe LTZ",0.8,0.48456408989874,"E85 Flex Fuel","320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability","6-Speed A/T","Black","Black","None reported","Yes",0.00304700104976723
"Cadillac","CTS 3.6L Luxury",0.82,0.133758952827859,"Gasoline","3.6L V6 24V GDI DOHC","8-Speed Automatic","Majestic Plum Metallic","Light Platinum / Jet Black","None reported","Yes",0.00590261181680867
"Acura","RDX w/Advance Package",0.94,0.0893232897011608,"Gasoline","2.0 Liter Turbo","Automatic","White","Parchment","None reported","",0.0128038405424238
"Land","Rover Range Rover Sport Supercharged HSE",0.82,0.431958508273648,"Gasoline","340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",0.00592801760655103
"Chevrolet","Suburban 1500 LTZ",0.82,0.392442578414423,"Gasoline","355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","White","Beige","At least 1 accident or damage reported","Yes",0.00843472219446404
"Chevrolet","Camaro 2SS",0.84,0.182514201037293,"Gasoline","455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Black","None reported","Yes",0.0101623158969446
"Chevrolet","Silverado 1500 Hybrid 1HY",0.74,0.204650530995307,"Hybrid","332.0HP 6.0L 8 Cylinder Engine Gas/Electric Hybrid","4-Speed A/T","White","Black","None reported","Yes",0.00643443968208211
"Cadillac","XT5 Luxury",0.9,0.133917016547296,"Gasoline","3.6 Liter DOHC","Automatic","Red","Beige","None reported","",0.00880666295629222
"Nissan","Armada SL",0.9,0.147888367498148,"Gasoline","390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel","7-Speed A/T","Silver","Black","None reported","Yes",0.00914608430725017
"Audi","Q5 S line Premium",0.96,0.0247468510743393,"Hybrid","2.0 Liter TFSI","Automatic","Navarre Blue","Gray","None reported","",0.0128715893150701
"BMW","X6 M Base",0.86,0.0614966658434181,"Gasoline","567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Red","At least 1 accident or damage reported","Yes",0.0213408633835837
"BMW","740 i",0.76,0.310940973079773,"Gasoline","326.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","A/T","Black","Black","At least 1 accident or damage reported","Yes",0.00362455933657692
"Toyota","Sequoia TRD Pro",0.92,0.0921906643615708,"Gasoline","381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","White","Black","None reported","Yes",0.0201887955047334
"Volkswagen","Jetta GLI",0.8,0.245490244504816,"Gasoline","210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Black","At least 1 accident or damage reported","Yes",0.00440367022200934
"Honda","Crosstour EX-L",0.76,0.223862682143739,"Gasoline","192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","A/T","Gray","Gray","None reported","Yes",0.00371940761828174
"Land","Rover Range Rover Sport Supercharged",0.8,0.308471227463571,"E85 Flex Fuel","510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability","8-Speed A/T","White","Brown","At least 1 accident or damage reported","Yes",0.0069442491962455
"Hyundai","Santa Fe Sport 2.0L Turbo Ultimate",0.88,0.176757224005927,"Gasoline","240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","Blue","Black","None reported","Yes",0.00609738953816678
"Cadillac","XT5 Luxury",0.9,0.110130896517659,"Gasoline","3.6L V6 24V GDI DOHC","8-Speed Automatic","Bronze Dune Metallic","Shara Beige","None reported","",0.0102869736386138
"Jaguar","F-TYPE R",0.88,0.0392738947888367,"Gasoline","550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Red","None reported","Yes",0.0246944276295755
"Toyota","FJ Cruiser Base",0.8,0.212151148431712,"Gasoline","260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel","5-Speed A/T","Blue","Black","None reported","Yes",0.0133803825976438
"Toyota","Tundra SR5",0.9,0.138058779945666,"Gasoline","381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Blue","Black","None reported","Yes",0.0135497545292595
"Nissan","300ZX Base",0.38,0.414670288960237,"–","–","5-Speed M/T","White","Black","None reported","Yes",0.00169371931615744
"RAM","1500 Sport",0.86,0.102961224993826,"Gasoline","395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","A/T","Green","Black","At least 1 accident or damage reported","Yes",0.0137191264608753
"Ford","Focus SE",0.8,0.148206964682638,"E85 Flex Fuel","160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability","6-Speed A/T","Gray","Black","None reported","Yes",0.00254024023037293
"Mercedes-Benz","GLE 350 Base 4MATIC",0.92,0.118300815016053,"Gasoline","255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",0.0162580117157953
"Acura","TL Type S",0.68,0.301061990614967,"Gasoline","286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Gray","Beige","None reported","Yes",0.00321806670069913
"Land","Rover Range Rover HSE",0.76,0.253642874783897,"Gasoline","385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","A/T","Gold","Brown","None reported","Yes",0.00474241408524083
"MINI","Convertible Cooper",0.96,0.0381427512966164,"Gasoline","134.0HP 1.5L 3 Cylinder Engine Gasoline Fuel","A/T","Blue","Brown","","",0.00880734044401868
"Mazda","CX-9 Signature",0.9,0.172069646826377,"Gasoline","227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","A/T","Black","Red","None reported","Yes",0.00863796851240294
"Acura","TLX Tech",0.98,0.00498394665349469,"Gasoline","2.0 Liter DOHC Turbo","Automatic","Red","Black","None reported","",0.013549077041533
"Ford","F-150 Raptor",0.94,0.0695480365522351,"Gasoline","450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","10-Speed A/T","Blue","Blue","None reported","Yes",0.0240338770962741
